Timestamp,Server_Workload(%),Inlet_Temperature(°C),Outlet_Temperature(°C),Ambient_Temperature(°C),Cooling_Unit_Power_Consumption(kW),Chiller_Usage(%),AHU_Usage(%),Total_Energy_Cost($),Temperature_Deviation(°C),Cooling_Strategy_Action,Output,scenario,severity,failure_point,sensor_status,data_quality,is_outlier,event_id,run_id
2026-07-29 11:22:15.039-07,72.49,23.98,29.85,26.36,0.760,65.32,48.05,0.1000,2.36,Maintain,2,normal,info,,online,valid,f,76735150-c573-474a-86b5-be23d4b504e1,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:15.096-07,40.39,18.62,23.74,20.83,0.590,45.91,43.73,0.0700,3.17,Increase Chiller,0,normal,info,,online,valid,f,35747a7b-ff24-46d3-a7f7-b6f6909661cb,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:15.148-07,45.53,20.25,27.41,20.06,0.610,53.57,36.37,0.0800,3.94,Reduce AHU,1,normal,info,,online,valid,f,ac123543-adb4-4edd-8da0-8a5421ce1fdf,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:15.2-07,75.86,22.05,29.28,26.86,0.940,82.89,55.91,0.0900,2.86,Increase Chiller,0,normal,info,,online,valid,f,ec32781b-d437-4943-ba4e-6bd666c658a3,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:15.255-07,58.76,20.80,24.05,25.24,0.650,48.87,51.61,0.0900,1.24,Eco Mode,4,normal,info,,online,valid,f,e3bcccb6-1426-4fd5-9f35-7801892c345e,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:15.308-07,74.43,21.73,23.74,21.37,0.890,84.35,43.97,0.0800,2.63,Eco Mode,4,normal,info,,online,valid,f,fddfc42c-a0e2-422e-944e-8eea7c54c01b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:15.361-07,69.19,21.81,28.44,26.89,0.780,63.66,53.52,0.0900,2.89,Maintain,2,normal,info,,online,valid,f,eaae716f-d909-4620-a987-a3eea3cbd923,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:15.417-07,66.50,20.64,26.98,25.25,0.850,74.55,50.85,0.1000,1.25,Eco Mode,4,normal,info,,online,valid,f,111d2480-63e5-4036-b694-73c5d7beb33e,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:15.469-07,54.41,18.84,21.50,27.73,0.740,59.04,52.91,0.1000,3.73,Eco Mode,4,normal,info,,online,valid,f,743d902a-a60e-4038-b214-3e26770c37de,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:15.524-07,50.04,19.60,24.93,18.83,0.610,51.90,39.50,0.0700,5.17,Reduce AHU,1,normal,info,,online,valid,f,6684967d-5c45-47dd-9f45-e3126a414aae,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:15.576-07,60.04,20.60,26.38,26.12,0.760,62.72,51.54,0.0800,2.12,Maintain,2,normal,info,,online,valid,f,eabf376b-56e6-42b2-8e9d-f8bb893c803f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:15.63-07,63.34,20.68,22.08,28.58,0.860,70.79,57.96,0.1100,4.58,Increase Chiller,0,normal,info,,online,valid,f,5f8c8bb4-0a48-4e37-af82-e90d4881d988,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:15.685-07,70.03,21.86,24.74,22.82,0.800,69.41,49.26,0.0800,1.18,Increase Chiller,0,normal,info,,online,valid,f,b9573b90-fc91-4924-a9cc-324c78cca4f8,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:15.74-07,38.60,18.62,25.26,21.81,0.450,31.27,40.09,0.0600,2.19,Eco Mode,4,normal,info,,online,valid,f,f2923746-8b19-4ced-a9f4-a56f86b43c11,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:15.794-07,90.68,23.41,28.89,26.03,0.950,86.76,50.69,0.1300,2.03,Eco Mode,4,normal,info,,online,valid,f,3404a349-eee5-4066-8155-de108ad174d9,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:15.851-07,48.50,21.64,21.64,28.87,0.660,45.49,59.18,0.0600,4.87,Eco Mode,4,normal,info,,online,valid,f,9e1ed476-c8f1-4105-bc37-e8b2cb1a0cb0,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:15.907-07,87.69,23.03,26.68,20.56,0.930,89.40,43.76,0.1200,3.44,Eco Mode,4,normal,info,,online,valid,f,3bfa34e4-854b-4904-9bab-e74cb53ff4c2,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:15.964-07,53.50,20.95,29.47,22.00,0.580,43.85,45.13,0.0600,2.00,Eco Mode,4,normal,info,,online,valid,f,c38cedc5-ab10-423d-9a59-7ae865741ed6,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:16.017-07,28.67,17.16,19.34,18.08,0.470,37.88,33.87,0.0700,5.92,Maintain,2,normal,info,,online,valid,f,7f296135-453c-4b78-8930-3328639bfc97,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:16.071-07,64.01,99.99,29.27,25.21,0.770,64.28,50.73,0.1000,1.21,Boost All,3,sensor_fault,critical,inlet_temperature_sensor,fault,suspect,t,0871c1d9-b0a3-4efc-9e33-8439a596ab2b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:16.123-07,55.19,20.29,23.56,24.35,0.710,60.06,46.07,0.1000,0.35,Increase Chiller,0,normal,info,,online,valid,f,26927275-f49e-4e31-ae52-3a3af39d1797,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:16.179-07,97.98,25.42,30.76,22.27,0.980,98.55,65.26,0.1000,1.73,Boost All,3,workload_spike,warning,,online,valid,t,6d8d5599-dfc3-4bd6-8176-04290bf9ad82,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:16.232-07,34.89,17.57,19.54,23.29,0.550,37.81,48.53,0.0700,0.71,Maintain,2,normal,info,,online,valid,f,3e42bbbd-a4e9-4544-af00-ef6133b43a88,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:16.286-07,55.52,19.91,27.77,19.22,0.600,50.04,40.00,0.0600,4.78,Increase Chiller,0,normal,info,,online,valid,f,8805bcad-4600-48e5-b0e9-18c7704461dc,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:16.343-07,100.00,25.58,31.90,25.30,1.060,100.00,51.26,0.1500,1.30,Eco Mode,4,outlier,warning,,online,valid,t,7504d99c-d7b2-4d71-8d10-8c4e3cc5a0b0,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:16.399-07,36.69,18.13,21.04,27.30,0.650,44.68,59.00,0.0800,3.30,Maintain,2,normal,info,,online,valid,f,b9922508-9302-423c-82b5-532ad0cef4f4,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:16.456-07,63.61,21.55,24.16,22.93,0.720,61.78,45.26,0.0700,1.07,Boost All,3,normal,info,,online,valid,f,0cd8d99c-bf85-4468-bfa1-9bcfd0261ded,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:16.512-07,85.46,24.62,31.17,22.81,0.830,77.00,41.89,0.0700,1.19,Increase Chiller,0,normal,info,,online,valid,f,3f6ca1c1-4fb8-4b66-af2d-ac530b1e0bf5,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:16.565-07,62.56,19.69,23.12,20.19,0.790,71.27,43.29,0.0700,3.81,Reduce AHU,1,normal,info,,online,valid,f,5c874f9b-5187-42e9-b3d8-a877ff498d36,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:16.622-07,99.79,25.28,31.89,21.91,0.920,87.06,69.55,0.0900,2.09,Boost All,3,workload_spike,warning,,online,valid,t,19a0a8a3-7574-4d02-8a24-85d4f0625f25,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:16.674-07,77.13,21.87,27.78,27.40,0.870,76.03,52.05,0.1000,3.40,Boost All,3,normal,info,,online,valid,f,b4626f60-0f8e-4857-b4ed-e8c7c0aa6698,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:16.73-07,67.58,22.97,28.43,29.57,0.860,67.48,63.21,0.0800,5.57,Increase Chiller,0,normal,info,,online,valid,f,81e45f28-8e35-43b1-8d41-a082b3f1fb6a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:16.786-07,47.27,18.85,22.50,22.62,0.670,52.79,49.44,0.0700,1.38,Maintain,2,normal,info,,online,valid,f,374b8a52-8ff7-4a7d-82e5-da9fd8e0fb2e,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:16.842-07,95.07,30.41,37.09,28.86,0.450,13.50,30.68,0.0500,4.86,Increase Chiller,0,cooling_failure,critical,chiller_loop,degraded,valid,t,26d809d9-6ddc-4b40-8cf4-39b222e1ac94,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:16.899-07,77.58,23.34,27.13,22.54,0.870,77.88,49.07,0.0700,1.46,Eco Mode,4,normal,info,,online,valid,f,5fb23551-46d7-4d99-893a-94d7765ec871,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:16.951-07,54.85,19.42,23.13,21.98,0.660,54.35,45.93,0.0700,2.02,Increase Chiller,0,normal,info,,online,valid,f,be7a152c-8ad0-44fa-bbae-c87af3b0e88e,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:17.007-07,59.19,99.99,24.22,25.49,0.750,61.20,52.30,0.1000,1.49,Boost All,3,sensor_fault,critical,inlet_temperature_sensor,fault,suspect,t,32b57af1-b548-42c5-aa12-c7b8ce315229,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:17.064-07,55.19,20.29,23.56,24.35,0.710,60.06,46.07,0.1000,0.35,Increase Chiller,0,normal,info,,online,valid,f,e5449b77-81b8-41bd-a776-889457436db9,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:17.118-07,95.25,26.82,31.56,23.28,1.090,86.53,69.10,0.1100,0.72,Boost All,3,workload_spike,warning,,online,valid,t,74fb0655-fa6e-4dcd-88ae-1227e59a57ac,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:17.173-07,94.34,25.61,30.39,28.32,1.040,93.38,61.65,0.1000,4.32,Boost All,3,workload_spike,warning,,online,valid,t,78b91c26-e413-41a9-8c18-2282eef3a808,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:17.225-07,96.93,25.21,30.46,24.34,0.930,87.29,63.50,0.0900,0.34,Boost All,3,workload_spike,warning,,online,valid,t,26ca8f65-30a0-466a-acfa-1b83c1f36f42,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:17.282-07,45.32,18.68,23.70,29.73,0.650,42.69,61.28,0.0900,5.73,Boost All,3,normal,info,,online,valid,f,d3dab0ba-ac4e-4aad-987d-72db5a76865d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:17.334-07,36.27,18.63,19.42,21.63,0.560,41.38,46.66,0.0700,2.37,Boost All,3,normal,info,,online,valid,f,741e4de1-d407-4f5e-9d6b-0ab1376f177c,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:17.39-07,47.41,19.12,24.63,27.17,0.720,56.79,52.56,0.0600,3.17,Boost All,3,normal,info,,online,valid,f,ca2c49af-91c0-4519-8dfc-ae5d1b548153,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:17.447-07,99.73,25.59,29.62,27.23,1.050,100.00,49.67,0.1600,3.23,Maintain,2,outlier,warning,,online,valid,t,80ef6b4b-07bc-4a9b-8926-028d32f9fd31,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:17.503-07,64.53,22.53,31.88,24.98,0.730,57.55,53.32,0.0900,0.98,Eco Mode,4,normal,info,,online,valid,f,49c5c9b9-b650-4d6d-8360-86ce6cd62ba0,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:17.558-07,73.85,20.16,22.36,19.23,0.830,79.58,37.91,0.0900,4.77,Boost All,3,normal,info,,online,valid,f,20724524-4ad2-40d5-9544-55e2e38fd708,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:17.615-07,62.50,23.48,29.73,26.37,0.830,70.40,53.04,0.1100,2.37,Increase Chiller,0,normal,info,,online,valid,f,cf29dde3-7ee5-48e1-8918-e4ae59a1a075,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:17.672-07,34.11,20.47,25.96,18.40,0.410,25.52,41.22,0.0300,5.60,Reduce AHU,1,normal,info,,online,valid,f,40d0cabf-7983-4252-9652-1e5ce4dc2ca3,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:17.724-07,61.85,21.79,25.88,21.34,0.740,68.45,37.95,0.0800,2.66,Increase Chiller,0,normal,info,,online,valid,f,a466efaa-b9d1-4f0d-880f-8bfd943cc9df,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:17.78-07,42.86,19.35,26.04,24.59,0.500,34.16,44.83,0.0400,0.59,Maintain,2,normal,info,,online,valid,f,0ed69bdf-ede8-4656-bc26-33a1a9c007ae,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:17.836-07,35.21,19.05,21.65,24.62,0.520,36.11,45.83,0.0700,0.62,Boost All,3,normal,info,,online,valid,f,3f786bff-640a-4bf8-919b-b1860bca23d0,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:17.888-07,80.18,23.74,29.92,22.52,0.800,71.95,45.15,0.0900,1.48,Increase Chiller,0,normal,info,,online,valid,f,ba61287b-b776-4006-b6dd-84477eb7c036,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:17.941-07,63.98,21.93,27.29,26.65,0.740,57.74,55.86,0.1000,2.65,Maintain,2,normal,info,,online,valid,f,ae8cca04-5b61-460e-8c26-61653b83783f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:17.997-07,65.52,21.57,24.73,24.07,0.780,65.31,50.82,0.0900,0.07,Increase Chiller,0,normal,info,,online,valid,f,04201b54-7ca7-4717-8585-54ecac048e84,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:18.052-07,91.13,24.20,33.28,20.51,0.870,84.37,40.01,0.1100,3.49,Reduce AHU,1,normal,info,,online,valid,f,aa8b64a7-bd0d-460c-833f-6b13f87592bc,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:18.106-07,65.90,22.80,30.12,23.22,0.780,65.83,49.70,0.1000,0.78,Increase Chiller,0,normal,info,,online,valid,f,75d83511-fc82-46f4-9011-9b7d7795cb56,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:18.163-07,21.34,17.92,22.56,28.99,0.450,20.00,57.24,0.0500,4.99,Reduce AHU,1,normal,info,,online,valid,f,c07116b0-a704-45cd-88f0-af2fc09ae7c1,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:18.216-07,56.57,20.68,29.47,23.72,0.720,57.96,50.69,0.0900,0.28,Boost All,3,normal,info,,online,valid,f,8969a5ad-7fd0-478d-b794-5191573bda09,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:18.273-07,28.14,16.43,21.98,29.58,0.580,35.43,59.30,0.0600,5.58,Eco Mode,4,normal,info,,online,valid,f,11f5e996-5db0-4268-971d-b6943324e2a2,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:18.329-07,45.97,19.82,24.67,18.67,0.640,55.71,38.43,0.0600,5.33,Maintain,2,normal,info,,online,valid,f,6748ea6e-5501-441b-87aa-6fe5799a0f68,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:18.381-07,75.56,21.73,27.30,28.14,0.840,73.26,51.38,0.0700,4.14,Eco Mode,4,normal,info,,online,valid,f,bd840251-84a5-49cc-be95-825369e0a012,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:18.435-07,84.21,30.53,39.35,23.94,0.340,13.23,39.46,0.0400,0.06,Increase Chiller,0,cooling_failure,critical,chiller_loop,degraded,valid,t,7c5dc133-9467-4446-857b-df9691707264,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:18.491-07,94.25,26.66,32.56,18.98,1.100,87.03,61.91,0.1100,5.02,Boost All,3,workload_spike,warning,,online,valid,t,94433d73-613d-435f-94c5-ab043e0cec2c,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:18.546-07,70.59,23.96,29.16,21.62,0.730,62.89,44.87,0.0800,2.38,Maintain,2,normal,info,,online,valid,f,cbcb066c-699a-47e0-a19a-63a4080bbc69,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:18.603-07,40.83,20.72,24.67,20.68,0.600,48.94,42.45,0.0500,3.32,Boost All,3,normal,info,,online,valid,f,7f6a5282-576b-4cab-ba9f-734bfe69f765,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:18.656-07,69.46,21.34,29.50,22.27,0.800,71.89,45.39,0.1000,1.73,Reduce AHU,1,normal,info,,online,valid,f,0b893e63-672e-4a4e-8cbe-eaa92c7ea506,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:18.712-07,58.71,20.10,28.67,22.39,0.630,53.17,41.54,0.0600,1.61,Boost All,3,normal,info,,online,valid,f,17ea46e0-6869-4ce0-954a-b99ff9746f52,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:18.766-07,57.74,21.49,25.86,31.83,0.690,48.52,59.81,0.1000,7.83,Boost All,3,outlier,warning,,online,valid,t,64c123b7-e2ae-4f5b-a233-f5a13b86533d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:18.823-07,58.31,19.35,25.22,23.29,0.620,49.54,44.70,0.0700,0.71,Maintain,2,normal,info,,online,valid,f,0c9ca36b-36a9-4257-a707-2c34f806a654,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:18.879-07,97.78,25.00,30.21,22.59,0.900,97.10,65.59,0.0900,1.41,Boost All,3,workload_spike,warning,,online,valid,t,873718f2-a5da-42d6-9dd8-703dc02dbc3e,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:18.933-07,39.73,19.89,27.04,28.45,0.630,43.96,55.14,0.0500,4.45,Eco Mode,4,normal,info,,online,valid,f,7709779a-5089-44d0-bc5a-b35e13049194,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:18.989-07,88.64,23.92,26.89,26.30,0.950,87.23,49.86,0.0800,2.30,Eco Mode,4,normal,info,,online,valid,f,564a8eb2-3c79-41d5-9e00-bbaf8b6c4550,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:19.046-07,49.52,19.06,25.19,18.00,0.560,47.76,36.08,0.0500,6.00,Increase Chiller,0,normal,info,,online,valid,f,f823ff82-b5d3-4c6f-9649-afb27f79db8d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:19.103-07,74.73,22.93,31.47,22.27,0.860,77.82,48.38,0.1100,1.73,Increase Chiller,0,normal,info,,online,valid,f,98808181-9f81-45c3-aa7c-c9f77f841978,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:19.156-07,55.81,20.05,23.52,22.72,0.730,65.80,41.16,0.1000,1.28,Boost All,3,normal,info,,online,valid,f,3e219ef6-0120-4dbb-80a8-f1867fb791b8,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:19.209-07,50.59,20.63,23.46,21.06,0.660,59.21,37.34,0.0700,2.94,Maintain,2,normal,info,,online,valid,f,dc42d932-09f1-4404-9075-873ebcfcd869,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:19.265-07,94.45,26.76,31.66,22.68,1.040,96.94,66.60,0.1000,1.32,Boost All,3,workload_spike,warning,,online,valid,t,4e1681d0-cc53-47a9-9966-748f0c999728,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:19.321-07,68.49,20.08,20.08,25.68,0.840,71.07,54.91,0.0700,1.68,Eco Mode,4,normal,info,,online,valid,f,34c33219-ca5d-4c4d-bc34-894a13d48b16,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:19.378-07,71.76,23.42,27.87,22.43,0.850,75.68,49.67,0.0700,1.57,Maintain,2,normal,info,,online,valid,f,426855f2-301a-4647-a0bb-cf545633b46b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:19.432-07,37.59,17.85,18.05,25.47,0.530,32.92,53.24,0.0500,1.47,Eco Mode,4,outlier,warning,,online,valid,t,937ffaab-15b8-4e54-a8bd-605ff8d9967b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:19.486-07,40.58,17.69,23.61,25.49,0.520,34.40,48.72,0.0700,1.49,Increase Chiller,0,normal,info,,online,valid,f,0fd2ccea-9d37-4ae7-a45a-faba4fd4d0d7,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:19.543-07,53.84,19.07,27.20,27.57,0.650,50.13,50.19,0.0700,3.57,Eco Mode,4,normal,info,,online,valid,f,cd85259a-824d-4b41-92b7-e24b2d8d3820,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:19.599-07,50.65,20.62,25.55,21.63,0.660,52.36,47.81,0.0900,2.37,Maintain,2,normal,info,,online,valid,f,87c4ccaf-bba8-43ec-8a09-077371291bd4,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:19.656-07,50.62,20.09,21.51,26.91,0.670,50.12,52.93,0.0900,2.91,Increase Chiller,0,normal,info,,online,valid,f,6c90a0cf-dae1-4241-87cc-35bd7480f6cd,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:19.712-07,89.01,23.25,30.21,24.33,0.940,86.48,49.13,0.1100,0.33,Boost All,3,normal,info,,online,valid,f,13c8f39d-2751-472e-af28-53c5bc16dc82,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:19.769-07,98.07,25.66,30.78,25.16,1.050,91.69,68.37,0.1100,1.16,Boost All,3,workload_spike,warning,,online,valid,t,32d1f7bc-9072-4877-bc6e-39c1671c6d84,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:19.826-07,25.48,15.87,18.27,23.52,0.500,33.80,45.96,0.0500,0.48,Eco Mode,4,outlier,warning,,online,valid,t,d21fe3ae-f4f3-41b0-95d0-7559d19a868e,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:19.882-07,59.41,19.40,24.38,22.69,0.710,58.54,48.80,0.1000,1.31,Maintain,2,normal,info,,online,valid,f,390a8d1f-8cfe-4df1-82d5-003dbd8177ce,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:19.939-07,66.34,21.66,25.42,28.01,0.900,75.34,60.26,0.1300,4.01,Eco Mode,4,normal,info,,online,valid,f,3401e9a0-9af0-491a-bf3f-01f95ea43822,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:19.991-07,95.42,25.15,30.06,21.13,1.090,96.31,64.74,0.1100,2.87,Boost All,3,workload_spike,warning,,online,valid,t,f233891e-a0fa-4a4d-b1cc-ac75f269f809,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:20.044-07,53.86,20.11,26.25,24.43,0.700,59.31,45.02,0.0600,0.43,Eco Mode,4,normal,info,,online,valid,f,08ce5c50-b269-4ee4-a4ed-1b6d18f71374,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:20.096-07,27.59,16.88,19.23,25.97,0.560,37.12,52.66,0.0800,1.97,Increase Chiller,0,normal,info,,online,valid,f,bbd3afc7-1f0b-46f7-b07b-f0dc66342c22,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:20.153-07,45.87,20.60,21.51,18.00,0.570,48.39,36.44,0.0700,6.00,Maintain,2,normal,info,,online,valid,f,524b9b37-1415-4abf-b5be-607a19372e0a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:20.206-07,57.77,21.00,24.91,19.86,0.630,54.25,39.25,0.0700,4.14,Maintain,2,normal,info,,online,valid,f,f1291121-7b3e-4cb3-ade2-e932d45b7882,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:20.26-07,65.08,21.21,24.66,25.82,0.730,61.34,48.29,0.0800,1.82,Eco Mode,4,normal,info,,online,valid,f,ebc23172-9d56-4892-a1b7-22d3465210ab,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:20.315-07,73.91,21.80,27.71,21.77,0.780,68.58,46.45,0.0800,2.23,Eco Mode,4,normal,info,,online,valid,f,a385fd66-478b-4d25-aed4-82ecb2fffc0c,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:20.37-07,48.63,19.46,23.89,21.23,0.570,45.57,41.92,0.0600,2.77,Reduce AHU,1,normal,info,,online,valid,f,cd76af4b-db9e-4493-82e1-b7567aee6897,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:20.426-07,86.58,25.73,27.92,23.81,0.950,91.30,44.69,0.1300,0.19,Reduce AHU,1,normal,info,,online,valid,f,0c80043f-b3cc-4a92-9b2f-1d6183c1b627,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:20.483-07,73.43,22.01,26.29,25.60,0.780,65.43,51.38,0.0900,1.60,Boost All,3,normal,info,,online,valid,f,1fc376b2-1ee4-4443-a0d6-c04013a51ed3,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:20.54-07,72.22,22.27,26.03,21.86,0.850,78.57,44.09,0.0800,2.14,Maintain,2,normal,info,,online,valid,f,c1c7dbe5-0e4f-4816-b622-c4152274190d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:20.596-07,99.75,25.42,31.62,20.86,0.920,93.46,59.30,0.0900,3.14,Boost All,3,workload_spike,warning,,online,valid,t,af3a8d37-7a6a-4186-ba02-6e9822969377,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:20.651-07,100.00,25.22,29.26,18.30,0.970,96.77,39.25,0.0900,5.70,Increase Chiller,0,normal,info,,online,valid,f,27e2bad4-3458-42d4-bfd2-a64c77286256,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
